[0.000000] (-) TimerEvent: {}
[0.001587] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.001609] (-) JobUnselected: {'identifier': 'moveit_task_constructor_capabilities'}
[0.001632] (-) JobUnselected: {'identifier': 'moveit_task_constructor_core'}
[0.001697] (-) JobUnselected: {'identifier': 'moveit_task_constructor_demo'}
[0.001722] (-) JobUnselected: {'identifier': 'moveit_task_constructor_msgs'}
[0.001745] (-) JobUnselected: {'identifier': 'moveit_task_constructor_visualization'}
[0.001768] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.001791] (-) JobUnselected: {'identifier': 'mtc_tutorial'}
[0.001815] (-) JobUnselected: {'identifier': 'object_description'}
[0.001837] (-) JobUnselected: {'identifier': 'object_description'}
[0.001860] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.001883] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.001906] (-) JobUnselected: {'identifier': 'robot_config'}
[0.001929] (-) JobUnselected: {'identifier': 'ros_tcp_endpoint'}
[0.001952] (-) JobUnselected: {'identifier': 'rosparam_shortcuts'}
[0.001975] (-) JobUnselected: {'identifier': 'rviz_marker_tools'}
[0.001998] (-) JobUnselected: {'identifier': 'srdfdom'}
[0.002020] (-) JobUnselected: {'identifier': 'trac_ik'}
[0.002043] (-) JobUnselected: {'identifier': 'trac_ik_lib'}
[0.002066] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.002089] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.002116] (trac_ik_kinematics_plugin) JobQueued: {'identifier': 'trac_ik_kinematics_plugin', 'dependencies': OrderedDict([('moveit_common', '/home/a/ws_moveit2/install/moveit_common'), ('moveit_resources_panda_description', '/home/a/ws_moveit2/install/moveit_resources_panda_description'), ('moveit_resources_pr2_description', '/home/a/ws_moveit2/install/moveit_resources_pr2_description'), ('srdfdom', '/home/a/ws_moveit2/install/srdfdom'), ('trac_ik_lib', '/home/a/ws_moveit2/install/trac_ik_lib'), ('moveit_resources_panda_moveit_config', '/home/a/ws_moveit2/install/moveit_resources_panda_moveit_config'), ('moveit_core', '/home/a/ws_moveit2/install/moveit_core')])}
[0.002166] (trac_ik_kinematics_plugin) JobStarted: {'identifier': 'trac_ik_kinematics_plugin'}
[0.010115] (trac_ik_kinematics_plugin) JobEnded: {'identifier': 'trac_ik_kinematics_plugin', 'rc': 1}
[0.020339] (-) EventReactorShutdown: {}
