[0.000000] (-) TimerEvent: {}
[0.000831] (-) JobUnselected: {'identifier': 'moveit_ros_benchmarks'}
[0.000847] (-) JobUnselected: {'identifier': 'moveit_ros_control_interface'}
[0.000863] (-) JobUnselected: {'identifier': 'moveit_ros_move_group'}
[0.000879] (-) JobUnselected: {'identifier': 'moveit_ros_occupancy_map_monitor'}
[0.000902] (-) JobUnselected: {'identifier': 'moveit_ros_perception'}
[0.000923] (-) JobUnselected: {'identifier': 'moveit_ros_planning'}
[0.000940] (-) JobUnselected: {'identifier': 'moveit_ros_planning_interface'}
[0.000956] (-) JobUnselected: {'identifier': 'moveit_ros_robot_interaction'}
[0.000972] (-) JobUnselected: {'identifier': 'moveit_ros_visualization'}
[0.000988] (-) JobUnselected: {'identifier': 'moveit_ros_warehouse'}
[0.001005] (-) JobUnselected: {'identifier': 'moveit_runtime'}
[0.001021] (-) JobUnselected: {'identifier': 'moveit_servo'}
[0.001037] (-) JobUnselected: {'identifier': 'moveit_setup_app_plugins'}
[0.001053] (-) JobUnselected: {'identifier': 'moveit_setup_assistant'}
[0.001069] (-) JobUnselected: {'identifier': 'moveit_setup_controllers'}
[0.001086] (-) JobUnselected: {'identifier': 'moveit_setup_core_plugins'}
[0.001102] (-) JobUnselected: {'identifier': 'moveit_setup_framework'}
[0.001118] (-) JobUnselected: {'identifier': 'moveit_setup_srdf_plugins'}
[0.001134] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.001150] (-) JobUnselected: {'identifier': 'moveit_task_constructor_capabilities'}
[0.001167] (-) JobUnselected: {'identifier': 'moveit_task_constructor_core'}
[0.001368] (-) JobUnselected: {'identifier': 'moveit_task_constructor_demo'}
[0.001403] (-) JobUnselected: {'identifier': 'moveit_task_constructor_msgs'}
[0.001421] (-) JobUnselected: {'identifier': 'moveit_task_constructor_visualization'}
[0.001438] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.001454] (-) JobUnselected: {'identifier': 'mtc_tutorial'}
[0.001469] (-) JobUnselected: {'identifier': 'object_description'}
[0.001486] (-) JobUnselected: {'identifier': 'object_description'}
[0.001503] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.001519] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.001535] (-) JobUnselected: {'identifier': 'realsense2_camera_msgs'}
[0.001551] (-) JobUnselected: {'identifier': 'realsense2_description'}
[0.001567] (-) JobUnselected: {'identifier': 'realsense2_ros_mqtt_bridge'}
[0.001583] (-) JobUnselected: {'identifier': 'robot_config'}
[0.001599] (-) JobUnselected: {'identifier': 'ros_tcp_endpoint'}
[0.001618] (-) JobUnselected: {'identifier': 'rosparam_shortcuts'}
[0.001634] (-) JobUnselected: {'identifier': 'rviz_marker_tools'}
[0.001651] (-) JobUnselected: {'identifier': 'srdfdom'}
[0.001667] (-) JobUnselected: {'identifier': 'trac_ik'}
[0.001683] (-) JobUnselected: {'identifier': 'trac_ik_kinematics_plugin'}
[0.001699] (-) JobUnselected: {'identifier': 'trac_ik_lib'}
[0.001714] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.001731] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.001751] (realsense2_camera) JobQueued: {'identifier': 'realsense2_camera', 'dependencies': OrderedDict([('realsense2_camera_msgs', '/home/a/ws_moveit2/install/realsense2_camera_msgs')])}
[0.001788] (realsense2_camera) JobStarted: {'identifier': 'realsense2_camera'}
[0.021991] (realsense2_camera) JobEnded: {'identifier': 'realsense2_camera', 'rc': 1}
[0.032222] (-) EventReactorShutdown: {}
