[0.000000] (-) TimerEvent: {}
[0.000717] (-) JobUnselected: {'identifier': 'moveit_setup_core_plugins'}
[0.000724] (-) JobUnselected: {'identifier': 'moveit_setup_framework'}
[0.000731] (-) JobUnselected: {'identifier': 'moveit_setup_srdf_plugins'}
[0.000739] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.000746] (-) JobUnselected: {'identifier': 'moveit_task_constructor_capabilities'}
[0.000753] (-) JobUnselected: {'identifier': 'moveit_task_constructor_core'}
[0.001008] (-) JobUnselected: {'identifier': 'moveit_task_constructor_demo'}
[0.001018] (-) JobUnselected: {'identifier': 'moveit_task_constructor_msgs'}
[0.001026] (-) JobUnselected: {'identifier': 'moveit_task_constructor_visualization'}
[0.001033] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.001040] (-) JobUnselected: {'identifier': 'mtc_tutorial'}
[0.001047] (-) JobUnselected: {'identifier': 'object_description'}
[0.001055] (-) JobUnselected: {'identifier': 'object_description'}
[0.001063] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.001070] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.001078] (-) JobUnselected: {'identifier': 'right_arm_ikfast_plugin'}
[0.001085] (-) JobUnselected: {'identifier': 'robot_config'}
[0.001092] (-) JobUnselected: {'identifier': 'ros_tcp_endpoint'}
[0.001100] (-) JobUnselected: {'identifier': 'rosparam_shortcuts'}
[0.001107] (-) JobUnselected: {'identifier': 'rviz_marker_tools'}
[0.001114] (-) JobUnselected: {'identifier': 'srdfdom'}
[0.001122] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.001129] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.001137] (dynamixel_controller) JobQueued: {'identifier': 'dynamixel_controller', 'dependencies': OrderedDict([('dynamixel_sdk', '/home/a/ws_moveit2/install/dynamixel_sdk')])}
[0.001149] (dynamixel_controller_gui) JobQueued: {'identifier': 'dynamixel_controller_gui', 'dependencies': OrderedDict([('dynamixel_sdk', '/home/a/ws_moveit2/install/dynamixel_sdk'), ('dynamixel_controller', '/home/a/ws_moveit2/install/dynamixel_controller')])}
[0.001159] (dynamixel_controller) JobStarted: {'identifier': 'dynamixel_controller'}
[0.008134] (dynamixel_controller) JobEnded: {'identifier': 'dynamixel_controller', 'rc': 1}
[0.018377] (dynamixel_controller_gui) JobSkipped: {'identifier': 'dynamixel_controller_gui'}
[0.018402] (-) EventReactorShutdown: {}
