[0.000000] (-) TimerEvent: {}
[0.002128] (-) JobUnselected: {'identifier': 'moveit_setup_app_plugins'}
[0.002160] (-) JobUnselected: {'identifier': 'moveit_setup_assistant'}
[0.002184] (-) JobUnselected: {'identifier': 'moveit_setup_controllers'}
[0.002537] (-) JobUnselected: {'identifier': 'moveit_setup_core_plugins'}
[0.002556] (-) JobUnselected: {'identifier': 'moveit_setup_framework'}
[0.002575] (-) JobUnselected: {'identifier': 'moveit_setup_srdf_plugins'}
[0.002593] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.002611] (-) JobUnselected: {'identifier': 'moveit_task_constructor_capabilities'}
[0.002637] (-) JobUnselected: {'identifier': 'moveit_task_constructor_core'}
[0.002659] (-) JobUnselected: {'identifier': 'moveit_task_constructor_demo'}
[0.002678] (-) JobUnselected: {'identifier': 'moveit_task_constructor_msgs'}
[0.002715] (-) JobUnselected: {'identifier': 'moveit_task_constructor_visualization'}
[0.002740] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.002749] (-) JobUnselected: {'identifier': 'mtc_tutorial'}
[0.002756] (-) JobUnselected: {'identifier': 'object_description'}
[0.002762] (-) JobUnselected: {'identifier': 'object_description'}
[0.002769] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.002775] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.002782] (-) JobUnselected: {'identifier': 'right_arm_ikfast_plugin'}
[0.002788] (-) JobUnselected: {'identifier': 'robot_config'}
[0.002795] (-) JobUnselected: {'identifier': 'ros_tcp_endpoint'}
[0.002801] (-) JobUnselected: {'identifier': 'rosparam_shortcuts'}
[0.002808] (-) JobUnselected: {'identifier': 'rviz_marker_tools'}
[0.002817] (-) JobUnselected: {'identifier': 'srdfdom'}
[0.002825] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.002831] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.002840] (dynamixel_controller) JobQueued: {'identifier': 'dynamixel_controller', 'dependencies': OrderedDict([('dynamixel_sdk', '/home/a/ws_moveit2/install/dynamixel_sdk')])}
[0.002852] (dynamixel_controller) JobStarted: {'identifier': 'dynamixel_controller'}
[0.009403] (dynamixel_controller) JobEnded: {'identifier': 'dynamixel_controller', 'rc': 1}
[0.019663] (-) EventReactorShutdown: {}
