[0.000000] (-) TimerEvent: {}
[0.001341] (-) JobUnselected: {'identifier': 'moveit_setup_app_plugins'}
[0.001347] (-) JobUnselected: {'identifier': 'moveit_setup_assistant'}
[0.001354] (-) JobUnselected: {'identifier': 'moveit_setup_controllers'}
[0.001361] (-) JobUnselected: {'identifier': 'moveit_setup_core_plugins'}
[0.001368] (-) JobUnselected: {'identifier': 'moveit_setup_framework'}
[0.001374] (-) JobUnselected: {'identifier': 'moveit_setup_srdf_plugins'}
[0.001381] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.001388] (-) JobUnselected: {'identifier': 'moveit_task_constructor_capabilities'}
[0.001395] (-) JobUnselected: {'identifier': 'moveit_task_constructor_core'}
[0.001401] (-) JobUnselected: {'identifier': 'moveit_task_constructor_demo'}
[0.001411] (-) JobUnselected: {'identifier': 'moveit_task_constructor_msgs'}
[0.001418] (-) JobUnselected: {'identifier': 'moveit_task_constructor_visualization'}
[0.001425] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.001432] (-) JobUnselected: {'identifier': 'mtc_tutorial'}
[0.001438] (-) JobUnselected: {'identifier': 'object_description'}
[0.001445] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.001452] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.001459] (-) JobUnselected: {'identifier': 'realsense2_camera'}
[0.001466] (-) JobUnselected: {'identifier': 'realsense2_camera_msgs'}
[0.001472] (-) JobUnselected: {'identifier': 'realsense2_description'}
[0.001479] (-) JobUnselected: {'identifier': 'realsense2_ros_mqtt_bridge'}
[0.001486] (-) JobUnselected: {'identifier': 'robot_config'}
[0.001493] (-) JobUnselected: {'identifier': 'ros_tcp_endpoint'}
[0.001500] (-) JobUnselected: {'identifier': 'rosparam_shortcuts'}
[0.001507] (-) JobUnselected: {'identifier': 'rviz_marker_tools'}
[0.001517] (-) JobUnselected: {'identifier': 'srdfdom'}
[0.001525] (-) JobUnselected: {'identifier': 'trac_ik'}
[0.001533] (-) JobUnselected: {'identifier': 'trac_ik_kinematics_plugin'}
[0.001542] (-) JobUnselected: {'identifier': 'trac_ik_lib'}
[0.001551] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.001566] (-) EventReactorShutdown: {}
